dataset,c1,c2,c3,c4,c5,f2,l1_a,l1_b,l2_a,l2_b,l3_a,l3_b,m2,m5,r2_a,r2_b,s1,s2,s3,s4,s5,s6,s7,t2,t3,t4
sin_1_5_0.1_44,0.22425680102720413,0.13758584954339817,0.5,0.792,0.041971661412240235,0.4515358434822355,1.1111423090467205,1.1111423090467205,1.9405917263639485,1.9405917263639485,1.0794256027513975,1.0857171344809518,0.6606782148001347,0.0026251602587855152,0.13652886120672236,0.13652886120672236,0.8680581486500575,0.8674221670813592,1.3045401715563307,1.142386375357786,11.94618639572138,True,True,100.0,0.0,0.0
poly_3_2_0.0_21,0.8395085740342961,0.6563004812019247,0.066,0.654,0.030281408841065564,0.5693389001122219,0.07166259869129268,0.07166259869129268,0.007575110698944296,0.007575110698944296,0.0881137796361376,0.08936493780160518,0.5909695605322883,0.0,0.9562617169689549,0.9562617169689549,0.03149784660159784,0.3283403600386618,0.2424055922610558,0.06399700232248591,0.21855514987981448,False,False,250.0,0.0,0.0
poly_1_10_0.0_23,0.38355455821823287,0.298641085764343,0.436,0.35,0.03821296632883897,0.5874359059225309,1.312727704316785e-15,1.312727704316785e-15,3.1002233575185765e-30,3.1002233575185765e-30,0.16973245659870417,0.16092668459671877,0.5547402500319343,0.0023126071929855585,1.0,1.0,0.28920980453470685,1.2071871898921838,0.4457459717404454,0.18777460046814778,0.059907741477852834,True,False,50.0,0.0,0.0
sin_1_5_0.5_14,0.19809775239100955,0.1041551366205465,0.554,0.852,0.030053776262687702,0.46552040756567303,1.2167320809625735,1.2167320809625735,2.320177891248092,2.320177891248092,1.193027079212822,1.1914508556208554,0.8598032293476836,0.0025611471607738167,0.08255832489133152,0.08255832489133152,0.9862264649585419,0.8622118927220329,1.4435803777713287,1.2517710938347202,-21.868332555268726,True,True,100.0,0.0,0.0
sin_3_1_0.5_23,0.21702806811227246,0.21702806811227246,0.522,0.926,0.0,1.0,0.6618681410852844,0.6618681410852844,0.6476885942138192,0.6476885942138192,0.6562443249570289,0.6524955748973887,1.0,0.0,0.04001619479728735,0.04001619479728735,0.5726716595560901,0.328470566632931,0.8322915998664104,0.7896648955830735,-31.06758768547747,True,True,500.0,0.0,0.0
poly_1_5_0.1_12,0.8173406453625814,0.3090491977967912,0.128,0.344,0.023951043606318466,0.23316914996161975,0.08346937753627397,0.08346937753627397,0.010783316833163366,0.010783316833163366,0.09632127315462251,0.0960234387982408,0.266272417880411,0.0029068028026173927,0.9038533726682146,0.9038533726682146,0.14292205672547728,0.7895684291413775,0.2542916638095071,0.11854578202617803,0.10211044697471064,False,False,100.0,0.0,0.0
sin_1_10_0.2_14,0.3023373693494774,0.16402998091992366,0.506,0.774,0.03352122927229109,0.3781546276388029,1.4534927979690315,1.4534927979690315,3.26006575600158,3.26006575600158,1.3681738567211519,1.3791049310963264,0.523783448488681,0.0021558450894574198,0.3602153347059198,0.3602153347059198,1.7443375552151468,1.2365337193341843,2.1477400380300455,1.2617604532388351,294.6750394358588,True,True,50.0,0.0,0.0
poly_1_10_0.0_17,0.5207972831891328,0.2635689774759099,0.36,0.37,0.0341369736425561,0.3261035881753681,1.211475364470971e-15,1.211475364470971e-15,2.1677897675473406e-30,2.1677897675473406e-30,0.1602307538308914,0.155841451710507,0.3644457652182848,0.0018417256326834675,1.0,1.0,0.27909095361159336,1.2020991957362386,0.42336535950559245,0.18735157726374008,0.07740854610189475,False,False,50.0,0.0,0.0
poly_1_10_0.0_25,0.42391388765555066,0.27472947331789327,0.42,0.356,0.03492945187346174,0.48586404556724494,1.3979928326079972e-15,1.3979928326079972e-15,3.668203209277705e-30,3.668203209277705e-30,0.14384934064605898,0.1349846795764408,0.4540688966894814,0.001408769475922462,1.0,1.0,0.27759830975355354,1.1725927794704198,0.4006817281249372,0.14983479042247702,0.0541738907585307,False,False,50.0,0.0,0.0
poly_1_2_0.2_48,0.49117607670430674,0.30130958923835693,0.396,0.48,0.04041427820423854,0.5278863852846033,0.16493720506656143,0.16493720506656143,0.04236967994667649,0.04236967994667649,0.15981325949492717,0.16064688792619852,0.5,0.0,0.25754114608713474,0.25754114608713474,0.2351899680169745,0.47660946027540396,0.2478674417960149,0.21023399071709095,0.4074492748633857,True,False,250.0,0.0,0.0
poly_5_10_0.5_38,0.3511576926307705,0.23942939291757165,0.428,0.696,0.03130145761449183,0.5479128860007711,0.5860842916768175,0.5860842916768175,0.5132431662752102,0.5132431662752102,0.5921943175878962,0.5925070112760626,0.5125839717168217,0.0019366204752196304,0.746802580432412,0.746802580432412,1.0037478191903684,1.2109867184204908,1.283354889421607,0.5920567200179937,0.15735801212104977,True,False,50.0,0.0,0.0
sin_3_2_1.0_32,0.11748133392533569,0.1122631370525482,0.55,0.926,0.02495331845119322,0.9994853085085982,1.1482476270690092,1.1482476270690092,1.990233532207335,1.990233532207335,1.1337688168550626,1.1294696865796598,0.724724677975983,0.0,0.02221048506354628,0.02221048506354628,1.2252641164903806,0.5285011213337819,1.3944675057826752,1.367125223104568,20.675858949232154,True,True,250.0,0.0,0.0
sin_3_2_0.5_2,0.11768303073212293,0.1074882219528878,0.576,0.89,0.10558768209458695,0.762537695164188,0.8342727081176045,0.8342727081176045,1.0745392408442096,1.0745392408442096,0.8306993593213685,0.831248397043266,0.9065452344364591,0.0,0.022915177322484048,0.022915177322484048,0.6352153008658563,0.5142360490889967,0.9025458662770619,1.0657051479251813,21.676160204770053,True,True,250.0,0.0,0.0
sin_1_1_1.0_21,0.2999823839295357,0.2999823839295357,0.58,0.912,0.0,1.0,0.9438531156004895,0.9438531156004895,1.4047974044031548,1.4047974044031548,0.9242122152164883,0.9242563164321748,1.0,0.0,0.08206661655290315,0.08206661655290315,1.0705364165188345,0.304518079943059,1.2273795620195984,1.1202371550248764,-74.58186302182787,True,True,500.0,0.0,0.0
poly_3_10_0.1_49,0.5640889443557774,0.2699836367345469,0.354,0.524,0.03323734812601476,0.2570948621981859,0.16818508848174116,0.16818508848174116,0.043354921517369104,0.043354921517369104,0.2870274760358956,0.2856020820739384,0.364526658866276,0.004057887850314383,0.9528423314796798,0.9528423314796798,0.5094062948241079,1.20945235837885,0.8027664611992104,0.3197876774843084,0.11102715299607982,True,False,50.0,0.0,0.0
sin_1_2_0.0_9,0.20301018804075213,0.12897397189588755,0.546,0.838,0.010320945426233364,0.5356984224090962,0.7567016863495193,0.7567016863495193,0.8864876510103451,0.8864876510103451,0.7480629093111536,0.7495694268948551,0.9952674991498183,0.0,0.03868188827230423,0.03868188827230423,0.11274620396548073,0.4805860480340616,0.5608450275022934,0.6090101960730029,74.43490370745644,False,True,250.0,0.0,0.0
poly_1_10_0.2_48,0.5027175308701234,0.2628784467137868,0.416,0.394,0.030063889172494838,0.30594669952103304,0.15843017404050147,0.15843017404050147,0.03925411825381069,0.03925411825381069,0.21210399030924507,0.21154162009321384,0.47294517894572874,0.0029723064981280194,0.8832340098974741,0.8832340098974741,0.3603348191551413,1.2318243394831285,0.5106515708674098,0.23475512687851668,0.07756958632972215,True,False,50.0,0.0,0.0
poly_3_10_0.0_38,0.4246121944487778,0.28651501806007224,0.4,0.51,0.028642831260363336,0.5066886282949541,0.1003097015371907,0.1003097015371907,0.016238799081110554,0.016238799081110554,0.28178313540824645,0.27884869220629405,0.5196848874796584,0.002422136974405084,0.9777942550892142,0.9777942550892142,0.4459300541224538,1.194272145812872,0.6994655519079427,0.2880300353861553,0.09068623512493541,True,False,50.0,0.0,0.0
poly_5_1_0.0_11,1.0,1.0,0.0,0.206,0.0,1.0,0.0747616982772987,0.0747616982772987,0.007728026236811288,0.007728026236811288,0.07446369590945515,0.07610770551648752,1.0,0.0,0.9428142805710937,0.9428142805710937,0.0026495188643700343,0.0019944390848175286,0.2106120361277945,0.0014352920844431772,0.39878185796549753,False,False,500.0,0.0,0.0
sin_1_10_0.5_46,0.21944718178872716,0.13003655214620857,0.52,0.81,0.04095825156205736,0.3716317783660926,1.6441316186350563,1.6441316186350563,4.241500747808562,4.241500747808562,1.589864509891929,1.586355673529894,0.40022747922140284,0.0024790577632318894,0.20744620283530002,0.20744620283530002,1.9397980565005053,1.2354425171003118,2.1451765844360717,1.461784835240278,36.572616053152345,True,True,50.0,0.0,0.0
poly_1_10_0.0_34,0.4813989175956704,0.2550912411649647,0.41,0.39,0.031547645941318744,0.40906594273943214,8.366640713575179e-16,8.366640713575179e-16,1.2353561775761045e-30,1.2353561775761045e-30,0.16146886179718856,0.15170777227476812,0.4146959172399988,0.002062931103301364,1.0,1.0,0.2823257851701,1.2181015529002759,0.42308589940320124,0.18305399800580488,0.08068496745256917,True,False,50.0,0.0,0.0
sin_1_1_0.0_2,0.3989295957183828,0.3989295957183828,0.24,0.94,0.0,1.0,0.5883030114335364,0.5883030114335364,0.44198919129311026,0.44198919129311026,0.5818414517255137,0.5514424492923219,1.0,0.0,0.10831694914162016,0.10831694914162016,0.008002120892211475,0.1977737576040492,0.431201992800279,0.23637411160799177,20.729859381762157,False,True,500.0,0.0,0.0
sin_3_2_0.2_34,0.14992303169212676,0.11624960099840398,0.54,0.848,0.037440768398151594,0.6722324357214233,0.7942547051132,0.7942547051132,0.9651473218383724,0.9651473218383724,0.7876389381148942,0.7876532452299568,0.9928970650691049,0.00421908520141143,0.027216467333761818,0.027216467333761818,0.40719703987410705,0.5186923496137132,0.7370060701536553,0.9099935530507951,-66.8539878650041,False,True,250.0,0.0,0.0
poly_1_2_0.5_20,0.4709941079764318,0.3823078012312049,0.41,0.75,0.07171319222740373,0.6855748947518321,0.4187181309639353,0.4187181309639353,0.2704304356957371,0.2704304356957371,0.396602126526612,0.3960195233171212,0.7023884252268803,0.0,0.29337939007567093,0.29337939007567093,0.5695904531469604,0.4644012983671942,0.6226423147234524,0.5643792831621128,0.4177627130055645,True,False,250.0,0.0,0.0
poly_5_1_0.0_43,1.0,1.0,0.0,0.408,0.0,1.0,0.08838261564695794,0.08838261564695794,0.011526185424671695,0.011526185424671695,0.08807749624540963,0.08571599845371007,1.0,0.0,0.8733600589463438,0.8733600589463438,0.0023859872166473862,0.0019944556465480933,0.18752844121163276,0.001308776078475049,0.597356590887809,True,False,500.0,0.0,0.0
poly_3_10_1.0_0,0.27519114876459505,0.1806244440977764,0.472,0.692,0.0318012747414096,0.47946428587165874,0.7826463834246508,0.7826463834246508,1.0243378877347031,1.0243378877347031,0.7471345870636356,0.7477722132734665,0.5014671050611001,0.003353999341263982,0.3655957111381535,0.3655957111381535,1.2012958604881443,1.2570089732165048,1.2912851226028292,0.7271994264891987,0.19402091996577261,True,False,50.0,0.0,0.0
sin_1_2_0.1_30,0.4173603254413017,0.34059793839175356,0.578,0.834,0.049033681325187095,0.6830303907332803,0.7195073660138087,0.7195073660138087,0.7737222914310719,0.7737222914310719,0.6889115226538928,0.6894017379456356,0.9382420045358739,0.0,0.241012525691087,0.241012525691087,0.16548746850393886,0.4562315941724273,0.616751639190918,0.5430206596332416,31.440052186871696,False,True,250.0,0.0,0.0
sin_3_1_0.5_38,0.1787950511802047,0.1787950511802047,0.52,0.92,0.0,1.0,0.6658659801847792,0.6658659801847792,0.6529792306843417,0.6529792306843417,0.6583826528978377,0.6482885164884892,1.0,0.0,0.030781151059444345,0.030781151059444345,0.5390387159959859,0.3218021620331419,0.7542495709777036,0.7611617916087077,-15.98212021281308,True,True,500.0,0.0,0.0
poly_1_10_0.0_8,0.42047476989907956,0.28691089484357934,0.396,0.424,0.03469741034379396,0.4957060926400231,1.0196288258157437e-15,1.0196288258157437e-15,1.7733593149368347e-30,1.7733593149368347e-30,0.17435052791941702,0.1683733262241415,0.36424164059108544,0.0019382649281943893,1.0,1.0,0.3129708658287998,1.2162406535341408,0.49645586649237355,0.1864412631080482,0.08043945556689089,False,False,50.0,0.0,0.0
sin_3_5_0.1_20,0.16341511766047065,0.09343291133164533,0.558,0.874,0.032497171949646554,0.3606731613535639,1.1754828579001797,1.1754828579001797,2.085517157645484,2.085517157645484,1.1551070552578546,1.1523819294685502,0.8193962913162002,0.0028503225186824097,0.049244696856500236,0.049244696856500236,1.652583962991028,0.877265575334618,1.6041846023143889,1.3294522925416898,12.70186064232851,True,True,100.0,0.0,0.0
sin_3_2_0.0_37,0.21033434533738132,0.12598480793923175,0.522,0.834,0.014697378139957796,0.5191386064213298,0.7987833328574313,0.7987833328574313,0.9546329616977846,0.9546329616977846,0.796346890152647,0.7954654060833772,0.9938739427739279,0.0,0.04800243790668879,0.04800243790668879,0.3410716222973875,0.494973266946504,0.6830575628513588,0.8930734752101634,-242.12594712758036,False,True,250.0,0.0,0.0
poly_3_5_0.1_42,0.45393263173052695,0.4035572366289465,0.394,0.574,0.04304762831678189,0.7485574464012682,0.1637113110748399,0.1637113110748399,0.04133192053583345,0.04133192053583345,0.22886190827517167,0.2281571146933886,0.7122411653530069,0.004214500707406455,0.9125911877155017,0.9125911877155017,0.24750682979323463,0.8019723307993566,0.4746757059360223,0.2469668500202261,0.14958870074448613,True,False,100.0,0.0,0.0
sin_1_1_0.0_14,0.5346115464461858,0.5346115464461858,0.6,0.91,0.0,1.0,0.5032403520717759,0.5032403520717759,0.34021845439785653,0.34021845439785653,0.4961386045084453,0.4679182650804559,1.0,0.0,0.2900852029708886,0.2900852029708886,0.007974558294229188,0.17517099827152283,0.40477345132032255,0.20049929603068709,31.78348146322563,False,True,500.0,0.0,0.0
poly_5_5_1.0_32,0.37678691514766055,0.2621374773499094,0.434,0.74,0.034776749164782204,0.5001757943547199,0.8093374658845056,0.8093374658845056,1.02480568107523,1.02480568107523,0.7525642662752393,0.7622566731743189,0.28162678405864505,0.003542481395334276,0.4304181006133013,0.4304181006133013,1.1341617825302126,0.8395087412106772,1.3653520256375986,0.8854250691139968,0.23705187100801434,True,False,100.0,0.0,0.0
sin_1_10_1.0_29,0.2686390265561062,0.1650687626750507,0.476,0.772,0.030211540926570545,0.48481039851687713,1.5643750693572278,1.5643750693572278,3.884293216117776,3.884293216117776,1.50567608612504,1.5037621058646737,0.5168389317947454,0.0031797817662869757,0.34573823602383946,0.34573823602383946,1.985427758436122,1.2604976270368837,2.212997273590754,1.4220839173859516,15.246176777228815,True,True,50.0,0.0,0.0
poly_5_2_1.0_12,0.4773659414637658,0.3218067752271009,0.37,0.872,0.007065791139068647,0.5595883765187252,0.7475076092330185,0.7475076092330185,0.8748089781226164,0.8748089781226164,0.7249496392333337,0.7225823361048255,0.5821598143267117,0.003214404130722236,0.26754100881129006,0.26754100881129006,1.043662295041742,0.48415673351720484,1.113200808565409,0.9480967979050966,0.5926147336723556,True,False,250.0,0.0,0.0
sin_3_1_0.0_20,0.1627762351049404,0.1627762351049404,0.592,0.942,0.0,1.0,0.6369269752662259,0.6369269752662259,0.502530500707892,0.502530500707892,0.6380317802059963,0.6329816143067377,1.0,0.0,0.020745552070675077,0.020745552070675077,0.023961230888930398,0.3137386285921569,0.3941133207829329,0.6019310213291293,100.66758202983506,False,True,500.0,0.0,0.0
poly_5_1_0.2_29,0.7937227268909076,0.7937227268909076,0.112,0.724,0.0,1.0,0.21689223001752495,0.21689223001752495,0.07239503777155062,0.07239503777155062,0.1935201682135709,0.19570673905984032,1.0,0.0,0.6440642058082585,0.6440642058082585,0.2284568654960236,0.16720748788908785,0.3426621676170567,0.19909651328624578,0.38286525800420823,True,False,500.0,0.0,0.0
sin_1_5_0.2_48,0.404814707258829,0.2312640610562442,0.492,0.796,0.05047012453233013,0.37360450271845724,1.0649773202512547,1.0649773202512547,1.7544896365840215,1.7544896365840215,1.0028427382650686,1.009337706357012,0.6700505681710311,0.0029808409828381813,0.31024496484925956,0.31024496484925956,0.8505274047268243,0.8438039018537149,1.264934962172952,1.019924826559177,61.43364979564602,False,True,100.0,0.0,0.0
sin_1_10_0.1_33,0.29940551762207046,0.19225777063108251,0.502,0.77,0.03378386558623444,0.5131731650961596,1.4329697296160397,1.4329697296160397,3.1147259765533555,3.1147259765533555,1.3159985029965169,1.3154510449631274,0.4217842389325944,0.0017143881483676127,0.42306760505213437,0.42306760505213437,1.8171004532383783,1.2468011036571807,2.2217275439207493,1.1960787735920093,72.14273176074111,True,True,50.0,0.0,0.0
poly_5_10_0.1_23,0.37309339637358546,0.26458409513638054,0.48,0.654,0.03978808397638646,0.586441918317969,0.3723865286471445,0.3723865286471445,0.21051971644621056,0.21051971644621056,0.5197969086532008,0.5151762969805432,0.3745732684099744,0.0031132298994667475,0.8991703597918147,0.8991703597918147,0.8849120954879958,1.228852884541522,1.2804288565944464,0.5521281347149423,0.1349103890389193,True,False,50.0,0.0,0.0
poly_3_2_0.2_33,0.7329238596954388,0.6140301681206726,0.214,0.66,0.0029101451169992946,0.6578485000656135,0.18148579260472275,0.18148579260472275,0.052253466045482755,0.052253466045482755,0.17642019268924664,0.1763558501152487,0.737978493067015,0.0,0.8046923591914728,0.8046923591914728,0.23143304460726394,0.3967937037927032,0.4025701056948669,0.21707708228205347,0.3435628375664845,False,False,250.0,0.0,0.0
poly_1_5_1.0_9,0.24156106224424895,0.1928879651518606,0.498,0.766,0.029184379066313042,0.5884315832023178,0.8353127226690479,0.8353127226690479,1.1084440050490603,1.1084440050490603,0.8184852097837556,0.8201237420339978,0.6021689301212069,0.0017485570282530344,0.1868987389186263,0.1868987389186263,1.2338786944584295,0.8461624307979497,1.2139083662139962,0.9952732822413632,0.28405363390996846,True,False,100.0,0.0,0.0
poly_3_1_0.5_36,0.4964639698558795,0.4964639698558795,0.416,0.848,0.0,1.0,0.3916242022676032,0.3916242022676032,0.24191464631256593,0.24191464631256593,0.37381696631597655,0.37448304679569255,1.0,0.0,0.23870653052323187,0.23870653052323187,0.5308392764427641,0.29872261921657167,0.5924521685558177,0.5494695791470703,0.43552190494116255,True,False,500.0,0.0,0.0
sin_3_10_0.1_21,0.06805246420985683,0.029757517430069724,0.552,0.908,0.03937153308944821,0.261653816164244,1.7286302161239486,1.7286302161239486,4.672836810723903,4.672836810723903,1.7190495111196171,1.7132710071811874,0.5975708804308573,0.002269467565104795,0.013248750284997945,0.013248750284997945,2.4707637847102966,1.2784059284279632,2.4014942452580117,1.656494107288419,-46.43441428963002,True,True,50.0,0.0,0.0
sin_3_5_0.5_17,0.08284621938487753,0.042763313453253814,0.538,0.922,0.02413089034096854,0.3738897207085213,1.3439987567021414,1.3439987567021414,2.740480759188072,2.740480759188072,1.335908737641104,1.3318421923769945,0.6542112753536059,0.0013591626588542877,0.01385456348398506,0.01385456348398506,1.8630736173379068,0.8621686236486753,1.876841852087418,1.6623666432708815,15.300685258166515,True,True,100.0,0.0,0.0
poly_5_1_1.0_26,0.5529877479509918,0.5529877479509918,0.348,0.916,0.0,1.0,0.8129772274925127,0.8129772274925127,1.0541663088303495,1.0541663088303495,0.7945130579697749,0.7973699283271699,1.0,0.0,0.2927565081584166,0.2927565081584166,1.1402392908809362,0.2723748093034527,1.3437303320867722,1.0782673494012582,1.1992538264938508,True,True,500.0,0.0,0.0
poly_1_5_0.0_6,0.5160318241272965,0.40123944175776705,0.382,0.37,0.04546539054899838,0.6291063930047827,4.60964599824365e-16,4.60964599824365e-16,3.5853728142294988e-31,3.5853728142294988e-31,0.12802595920851356,0.12597424928351733,0.48779029833369664,0.0029054956262605956,1.0,1.0,0.12598106807790035,0.7793843374635058,0.29378355462000855,0.13690639302380478,0.11933045528120158,True,False,100.0,0.0,0.0
sin_3_1_0.0_0,0.2899778959115836,0.2899778959115836,0.562,0.91,0.0,1.0,0.5903343139201972,0.5903343139201972,0.4602179737396233,0.4602179737396233,0.5870813616554055,0.5756079016328282,1.0,0.0,0.08813754004846919,0.08813754004846919,0.023828681581978848,0.29829526049465893,0.4329194290874224,0.6009172727255941,-22.87073475948633,False,True,500.0,0.0,0.0
sin_3_5_1.0_30,0.14575959103836414,0.07250813003252013,0.558,0.902,0.034495639895958434,0.3053877409311113,1.484694625876468,1.484694625876468,3.3751333020874417,3.3751333020874417,1.473044361892861,1.464668117501043,0.7689768737558179,0.0027620442912297594,0.031186680152960555,0.031186680152960555,2.044498981107813,0.8774663970839558,2.043459055675144,1.7807949899559403,52.43224933698907,True,True,100.0,0.0,0.0
sin_1_5_0.2_30,0.37322222888891554,0.28556715826863305,0.516,0.786,0.04356648097237607,0.6611211325603252,0.9947174157854094,0.9947174157854094,1.5288667370758457,1.5288667370758457,0.9267847880316183,0.9256697411799384,0.7667103498775527,0.0006384277271069114,0.44400852985584816,0.44400852985584816,0.8540986254394596,0.8497221471870969,1.4377809444803022,1.0396437441862758,18.518811937941642,True,True,100.0,0.0,0.0
sin_3_2_0.0_18,0.182874203496814,0.16136536546146185,0.608,0.85,0.006899448615251752,0.7692522052734108,0.8115705961009271,0.8115705961009271,0.9800635266045025,0.9800635266045025,0.798693602413612,0.7981009310947218,0.9838061635376172,0.0034497950027143113,0.05293156373809904,0.05293156373809904,0.3372092556514869,0.49959462844503405,0.6719490235919128,0.8436830445084051,-29.56163110660325,False,True,250.0,0.0,0.0
poly_3_1_0.5_5,0.3794682058728235,0.3794682058728235,0.42,0.824,0.0,1.0,0.421649215928526,0.421649215928526,0.29139678075619896,0.29139678075619896,0.41251803094244527,0.4111672246007066,1.0,0.0,0.1430462593406665,0.1430462593406665,0.6064637718218957,0.29298870618939965,0.648832516680428,0.5827130270420126,0.6088510974562762,True,False,500.0,0.0,0.0
poly_5_2_0.2_37,0.6643736334945339,0.5933607574430297,0.284,0.676,0.06003359075143629,0.7752319793111704,0.1805776281836604,0.1805776281836604,0.05027506639260595,0.05027506639260595,0.18370730069384547,0.18376502368611097,0.7332071058693262,0.002552437352182001,0.7749100563410092,0.7749100563410092,0.21651848205633728,0.40029088587292344,0.37578896037577625,0.20511114662023053,0.33951396716609394,True,False,250.0,0.0,0.0
poly_3_10_0.5_16,0.4679274717098868,0.23399785439141754,0.372,0.546,0.03368645407589267,0.2854785412681867,0.44313831091319233,0.44313831091319233,0.317612936707951,0.317612936707951,0.4076234341627134,0.4097198452837229,0.40524747808429984,0.0023178920767909592,0.6300440633885043,0.6300440633885043,0.6826323498857468,1.2180971620499264,0.8502105911871538,0.3883590577221818,0.12308433203971952,True,False,50.0,0.0,0.0
poly_3_10_0.2_48,0.43388861555446223,0.2520910659642638,0.414,0.59,0.03977728029083084,0.3946923745750782,0.22523094313958114,0.22523094313958114,0.07776258747915875,0.07776258747915875,0.35765932126408906,0.35624626164127804,0.6332612099935657,0.0027002694158612217,0.9242148786165688,0.9242148786165688,0.5722247130380524,1.2048477467274579,0.8334644836945896,0.3541009951185658,0.10529800037366253,True,False,50.0,0.0,0.0
poly_3_10_0.0_41,0.44689762759051027,0.25418598634394535,0.41,0.532,0.0376790007057011,0.4122720777883354,0.15604139123666907,0.15604139123666907,0.03858465159701196,0.03858465159701196,0.2896195184536819,0.2881470526373152,0.32535282888785944,0.0023026677862310356,0.95767452776115,0.95767452776115,0.49956139096855195,1.1966950553983333,0.749747296403677,0.31331458948500185,0.11343892247290077,True,False,50.0,0.0,0.0
sin_1_2_0.2_7,0.5101493045972184,0.3502360409441638,0.456,0.846,0.0071627671130359795,0.5490869344412759,0.707646887976873,0.707646887976873,0.7250378193284752,0.7250378193284752,0.6742409040628674,0.6710620029403703,0.9697783774436881,0.0,0.3039319178941803,0.3039319178941803,0.25207292772189865,0.44288675494743796,0.7201781596253902,0.5566754694997489,232.5067405927135,False,True,250.0,0.0,0.0
poly_1_5_1.0_0,0.17759370237480948,0.08732338929355717,0.532,0.81,0.020463492858044833,0.38724513053302617,0.8021073001325436,0.8021073001325436,0.9999921329446698,0.9999921329446698,0.7889162319783141,0.7884503723725792,0.5620350879075875,0.00202317609336491,0.059555934586478676,0.059555934586478676,1.19555493402973,0.860248082742694,1.14681375790212,1.0660028212263277,0.27042572378753515,True,False,100.0,0.0,0.0
poly_5_10_0.0_29,0.4342697370789483,0.28067620750483,0.396,0.646,0.037744291706169414,0.4628950950454455,0.32996991423929617,0.32996991423929617,0.16374838832440464,0.16374838832440464,0.4750949819501502,0.4747302610957825,0.4784339910014574,0.0033487627209387214,0.911914557216549,0.911914557216549,0.7622602703710397,1.190870233754255,1.2121128641222907,0.5027501294156586,0.13747483287800624,True,False,50.0,0.0,0.0
sin_3_1_1.0_2,0.1475366541466166,0.1475366541466166,0.602,0.932,0.0,1.0,0.9739271796578932,0.9739271796578932,1.5047819233052233,1.5047819233052233,0.9668091185947456,0.9665863264284983,1.0,0.0,0.01961742695838009,0.01961742695838009,1.193889012394676,0.32892663003110395,1.3306390815562101,1.281064366447886,-76.75606684147363,True,True,500.0,0.0,0.0
poly_1_5_0.0_9,0.6888192672770691,0.36450645002580007,0.25,0.366,0.04657984443789392,0.40206482223642165,4.3876013933186186e-16,4.3876013933186186e-16,4.094188098097051e-31,4.094188098097051e-31,0.09280322116454331,0.0956034815254493,0.48933247290500326,0.0025588882974336446,1.0,1.0,0.12379111493735424,0.7569506862647424,0.29400702607537854,0.11651830985690036,0.10603389512301796,True,False,100.0,0.0,0.0
poly_3_10_0.0_40,0.4920108960435841,0.2784410977643911,0.374,0.552,0.03644629439244457,0.3865141229732217,0.15618181091409458,0.15618181091409458,0.03783031562047348,0.03783031562047348,0.3243529489242283,0.32166329482201983,0.4640341677932794,0.003251145435946662,0.966161934642421,0.966161934642421,0.5691828972016956,1.2061046422671209,0.901022591437041,0.33800318921109823,0.10588880720463308,True,False,50.0,0.0,0.0
poly_1_10_0.0_31,0.5272063648254592,0.26233591014364055,0.382,0.368,0.034589869026756107,0.30761808467838503,8.402167850363184e-16,8.402167850363184e-16,1.4877916672468282e-30,1.4877916672468282e-30,0.13845717419443698,0.13048751413994122,0.2757161165499934,0.0032134423768568282,1.0,1.0,0.2437497225939474,1.2294649554586499,0.37334300975462315,0.1573404125998618,0.057430572216648705,True,False,50.0,0.0,0.0
sin_3_10_1.0_15,0.18374156696626787,0.06637114228456913,0.51,0.864,0.035399702620778024,0.17877984909902983,1.780279159456242,1.780279159456242,5.013359254491173,5.013359254491173,1.7341920782182858,1.7300280146970728,0.43896815744346335,0.0031369282107785537,0.070617663303979,0.070617663303979,2.5536482960138884,1.267977399832579,2.58968040925688,1.6901110123001113,-56.16716201467984,True,True,50.0,0.0,0.0
sin_1_5_0.5_16,0.3848686114744459,0.26749360757443025,0.468,0.806,0.030359308032052973,0.5829858442736503,1.030015006813578,1.030015006813578,1.6707487061109922,1.6707487061109922,0.9547339936964887,0.9514908660441476,0.6886497045904969,0.0025493326665518333,0.38449758592941374,0.38449758592941374,0.9501145369707505,0.8336240222931408,1.5315819917136027,0.9496972781502642,-25.9624823743512,False,True,100.0,0.0,0.0
poly_5_10_0.2_36,0.48439931359725436,0.28597411349645396,0.392,0.616,0.03837263027193439,0.34413399349251084,0.37865832204793365,0.37865832204793365,0.21999315901098537,0.21999315901098537,0.49684311305235995,0.4922737594785197,0.43126682569663777,0.0016560104816109114,0.8848611886071324,0.8848611886071324,0.8363733035145261,1.203342813443508,1.1738914823597648,0.5657024558775811,0.15176362180551348,True,False,50.0,0.0,0.0
poly_3_5_0.1_23,0.6036732626930508,0.39689553958215834,0.35,0.592,0.02869478148721912,0.4567925469969384,0.1769260192857308,0.1769260192857308,0.04603936493453163,0.04603936493453163,0.22342149913375617,0.22159333674713766,0.4284352988701577,0.003070245944226054,0.92692536027466,0.92692536027466,0.2664716063804455,0.7831014812424786,0.542475853822114,0.2508019325317436,0.1912243065255094,True,False,100.0,0.0,0.0
