dataset,c1,c2,c3,c4,c5,f2,l1_a,l1_b,l2_a,l2_b,l3_a,l3_b,m2,m5,r2_a,r2_b,s1,s2,s3,s4,s5,s6,s7,t2,t3,t4
kdd_coil_5,0.5167310079091965,0.28128083654336156,0.6487341772151899,0.056962025316455694,0.29353896795233336,0.31124395523160464,0.07743240586258192,0.07465203842432762,0.01558508291278554,0.014543876369634947,0.07585752461620607,0.08212131770868268,0.560271601373703,0.08277675791442558,0.1894684062541664,0.24361831380108767,0.08651443119528227,1.989446909843769,0.09614348753858584,0.10074947389233518,1.5059653363622048,True,True,17.555555555555557,0.5555555555555556,0.6666666666666666
auto93,0.858390384004881,0.5857390039847685,0.053763440860215055,0.0,0.5202458466676867,0.26252321896492836,0.05548075513511459,0.05344199642194832,0.005847995303596819,0.005192238777246612,0.05674704586799626,0.07123630679220502,0.5286993402859003,0.20352166812130246,0.8118118893159711,0.8329140919266105,0.08731551655364977,1.6645949411990426,0.11833875900167702,0.0917291184969711,0.7933619073434667,True,False,3.72,0.32,0.64
humans_numeric,0.13111974391588274,0.06192872022285478,0.5733333333333334,0.44,0.25840548084509846,0.26902430511126574,0.1737952723778643,0.1737952723778643,0.04840846056719883,0.04840846056719883,0.1754785731236376,0.156653922269471,0.32537263846562164,0.028249321430525016,0.12947584723241523,0.12947584723241523,0.24678207569716457,0.8236084966146288,0.23778172197361494,0.14505030405121866,1.2911197067936229,True,True,6.25,0.0,1.0
analcatdata_olympic2000,1.0,0.7170235475183548,0.0,0.0,0.6193606612974765,0.35218115821342566,0.051696657145126744,0.051696657145126744,0.005254548051903594,0.005254548051903594,0.0521006195071316,0.05402806326420018,0.26070207730259853,0.1678004664065596,0.8692275088066234,0.8692275088066234,0.08448412557092165,0.49354169916095614,0.11885108492379833,0.04125413217343795,0.32558676583727697,True,False,6.0,0.0,0.7272727272727273
veteran,0.5668412661733764,0.20498195775503647,0.4233576642335766,0.021897810218978103,0.10403977133034499,0.346729601820937,0.09046476879323627,0.0859040732011468,0.021170431959894508,0.01817822498626171,0.0843437473930698,0.08926877837657737,0.3333333333333333,0.07018500899722777,0.1471622343146104,0.2677014427112798,0.11960686078038428,1.5621462878312249,0.12108889311469653,0.10747969712333288,1.3035119228315128,True,True,13.7,0.7,0.4
qqdefects_numeric,0.6096774193548388,0.3444676315269977,0.2903225806451613,0.0,0.04721546117691189,0.5500839537719577,0.15247456504675977,5.299020630891088e-16,0.04216885205027139,3.977925059964128e-31,0.12713616647733497,0.35923004163969297,0.7635741269060581,0.10734655514721848,0.3967491212251196,1.0,0.18921620199894787,4.298220565355975,0.20759871714377828,0.2195731873189972,1.1417040109521555,True,True,0.543859649122807,0.9649122807017544,0.45614035087719296
HappinessRank_2015,0.5324872196831733,0.1324073657122522,0.36075949367088606,0.14556962025316456,0.3531725502858373,0.13997835625650487,7.213967152720276e-05,7.029992095107202e-05,7.048806385625061e-09,6.656504041693721e-09,0.09848354602066925,0.08775540523470823,0.3718863419225438,0.12298719097659472,0.9999997519151506,0.9999997657223489,0.12534784585207417,1.4015990228871,0.1555368591094494,0.1133994609153007,0.3116788736784612,True,False,8.777777777777779,0.5555555555555556,0.7222222222222222
humandevel,0.8715470296230737,0.8715470296230737,0.038461538461538464,0.5,0.0,1.0,0.12021002781280403,0.12021002781280403,0.02280091876961089,0.02280091876961089,0.11075848897145177,0.11047836905303428,1.0,0.0,0.730566242325514,0.730566242325514,0.1413977525389099,0.169921875,0.1531902206320811,0.14129268757133034,0.5818086386344431,False,False,130.0,0.0,0.0
dataset_2189_lowbwt,0.8026420047512405,0.14585179931726241,0.5132275132275133,0.15873015873015872,0.13200993293051966,0.5022757052274591,0.13245455458001817,0.08197273585652778,0.02721217291434303,0.010074860419909818,0.12871319006074738,0.19703441714000614,0.31177848787002727,0.03141971133327686,0.05664345473929289,0.6507377213268962,0.1161378580268082,0.8843331911060004,0.10723029900792105,0.20663691776036636,0.3252249902155036,True,False,23.625,0.5,0.75
pah,0.8599806032832599,0.7134720197944716,0.0625,0.0,0.7083754833095398,0.5337795768347326,7.600300597210286e-14,7.600300597210286e-14,9.205537612811434e-27,9.205537612811434e-27,12.997338131776253,0.052239633494428415,0.6302896227084789,0.384960727021774,1.0,1.0,0.09917950632911395,1.598952951150825,0.107161875,0.051202023565330684,0.5193524334390488,True,False,0.7142857142857143,0.0,0.8928571428571429
chscase_vine1,0.7649988313279392,0.3720393179164066,0.15384615384615385,0.0,0.3529173739173063,0.35742931366472386,0.06604864139890908,0.06604864139890908,0.007288667833585194,0.007288667833585194,0.057014996452622986,0.06161643970721183,0.712782927253983,0.09336967676141565,0.7874738017933535,0.7874738017933535,0.09887359198998748,0.6939746667987535,0.0834697217675941,0.042048698882414116,0.27921325356168186,True,False,6.5,0.0,0.375
ERA,0.3484883749256583,0.19398035068845687,0.462,0.59,0.09173262721124113,0.40907714215727903,0.187166344246314,0.187166344246314,0.05067069523880221,0.05067069523880221,0.1834302990380398,0.18076751004685518,0.6761789458268009,0.5133031221198984,0.1743743836538767,0.1743743836538767,0.2677677677677678,0.6618777477632372,0.207625,0.23215836377602558,0.6329855142327958,False,False,333.3333333333333,0.0,0.0
sleep,0.9179954974342731,0.43730319232681125,0.0,0.06451612903225806,0.430000595133289,0.2047923507421392,0.07049857474717694,0.07049857474717694,0.008759885962532396,0.008759885962532396,0.07437154528070365,0.0724318849823995,0.36518925532348817,0.08461619583308273,0.9314195485947565,0.9314195485947565,0.09836065573770492,0.5613965065928255,0.22580645161290322,0.02297817333453196,0.8863407922464136,False,False,8.857142857142858,0.0,0.5714285714285714
disclosure_z,0.12366282076134107,0.10085186153913576,0.5619335347432024,0.2673716012084592,0.03622819147510361,0.8067756860462576,0.0875935016088371,0.0875935016088371,0.013581070542052114,0.013581070542052114,0.08651554709451419,0.08651769251971524,0.8339065545560859,0.001154025430696784,0.029940982770553348,0.029940982770553348,0.1265966837567103,0.3893564793045705,0.12582827548737457,0.11272742278681397,0.3804629982841564,True,False,220.66666666666666,0.0,1.0
arsenic-female-bladder,0.27034437891406815,0.10045510670450658,0.5652951699463328,0.008944543828264758,0.23737723183791234,0.36414543597790383,0.02276108714300162,0.02276108714300162,0.005494398742166478,0.005494398742166478,0.024200970521553893,0.04559643606450212,0.6868351157085202,0.21688866692435227,0.16258508100331592,0.16258508100331592,0.007331378299120234,0.2864044937944041,0.007922310247891643,0.007940882919603336,7.218469776372901,True,True,139.75,0.0,0.25
kdd_coil_3,0.3470499790766762,0.15117671091936835,0.6740506329113924,0.16455696202531644,0.29353896795233336,0.19889245632998798,0.09637989023507557,0.09411500939969318,0.019797727827167478,0.018840919583504454,0.0955537560607535,0.10023308335415115,0.499378993850604,0.07823502867625547,0.16357370416448458,0.20399751350556128,0.10972407654650647,1.8945071456589195,0.12093339642730391,0.11486844869040769,1.5980131489872624,True,True,17.555555555555557,0.5555555555555556,0.6666666666666666
benzo32,0.36573003180586017,0.09802460425213182,0.46153846153846156,0.37948717948717947,1.3481039215095431e-07,0.10632938437072201,0.13709623205220395,0.13709623205220395,0.029339305664023443,0.029339305664023443,0.12953350125936006,0.13043074484043243,0.25784392782113913,0.020781802605086337,0.5178613789879237,0.5178613789879237,0.2090288350515464,1.35973567844258,0.24160308205128203,0.08648854487652669,0.40673493574877995,False,False,6.09375,0.0,0.9375
pollution,0.6087923118807262,0.33954388708261246,0.31666666666666665,0.0,0.24808877741656235,0.24706344963666746,0.07247674282063589,0.07247674282063589,0.009126081433187196,0.009126081433187196,0.08490483803586475,0.07472874400874992,0.4668336069021887,0.0404942177982381,0.7506742311730634,0.7506742311730634,0.1447344384997559,1.010598535808703,0.16797255985666862,0.07532610342849172,0.4122675760166428,True,False,4.285714285714286,0.0,0.8571428571428571
dataset_2214_elusage,0.8884879219130964,0.8884879219130964,0.41818181818181815,0.41818181818181815,0.0,1.0,0.09753555747963173,0.09753555747963173,0.014922651425772095,0.014922651425772095,0.07788700095639241,0.07639826567611661,1.0,0.0,0.7804717931801872,0.7804717931801872,0.11582384940669137,0.13653516295025725,0.13600416855134867,0.08315632021417613,0.7239510627450145,False,False,55.0,0.0,0.0
dataset_2196_cloud,0.871148693028853,0.8337979644367876,0.046296296296296294,0.0,0.7285489260912225,0.7517113513704013,0.04101345673531918,0.0396264949845679,0.003662385618394431,0.0035221113605263784,0.03725123761446723,0.04253032661344408,0.8958765640736436,0.08682491888906808,0.8853086274690357,0.889701460131125,0.0771183800623053,1.427145190757497,0.12743827160493826,0.054805382354763406,0.8698579897431203,True,False,13.5,0.625,0.625
dataset_2180_cleveland,0.5370006189228714,0.3525260171971035,0.16831683168316833,0.21122112211221122,0.182013401124673,0.47782478817261625,0.15548513678634948,0.15385439073306514,0.04179140238690447,0.04132046398410772,0.13775644477246274,0.14092117222006015,0.508697590273578,0.017843535990567996,0.5555048165387806,0.5605137379865965,0.17052980132450332,1.4074373316850892,0.22277227722772278,0.1351241303495303,1.3085617533494178,False,True,25.25,0.16666666666666666,0.5833333333333334
dataset_8_liver-disorders,0.21961129022957107,0.12705790671909956,0.7913043478260869,0.9826086956521739,0.26461024114983583,0.44029596778857366,0.4324480683296563,0.4324480683296563,0.21108151883034026,0.21108151883034026,0.43707159513475397,0.4227298367293782,0.26949631925545464,0.019579673036083545,0.13365593866271552,0.13365593866271552,0.375,0.3797322385971555,0.3710144927536232,0.26394378189308143,0.85146931829632,False,False,57.5,0.0,1.0
kdd_coil_7,0.30686876413711445,0.19057689219654944,0.38924050632911394,0.04430379746835443,0.29353896795233336,0.451345712334708,0.08217993360964403,0.08387178974490483,0.023498842833106638,0.022946148571215408,0.07969752799365185,0.10084325084222921,0.4349209743527428,0.0788840394326726,0.07244946823024079,0.09426551509536762,0.08656821378340364,1.8981157923219265,0.09735018426534207,0.09347896452428432,2.3098142499489236,True,True,17.555555555555557,0.5555555555555556,0.6666666666666666
dataset_2212_gascons,0.8841398362816804,0.71199426582728,0.037037037037037035,0.07407407407407407,0.48855326222432316,0.6097535996384971,0.146009874599561,0.146009874599561,0.029136388281046758,0.029136388281046758,0.19686767577186018,0.14175815517641077,0.7860968915055121,0.3797788973618392,0.6921834482600788,0.6921834482600788,0.06538736853697485,0.423669721561345,0.05943953975450041,0.05668311031961331,0.555778253356929,False,False,9.0,0.0,0.6666666666666666
kdd_coil_2,0.4596891797786855,0.3344533626422548,0.6740506329113924,0.06645569620253164,0.29353896795233336,0.4922357125656453,0.09039893020013957,0.08845242547503246,0.018648571986788293,0.01805108806663251,0.08595906577122178,0.100355357840727,0.6684757129820555,0.07762765041390217,0.163681236519705,0.19047615752802938,0.1114827933009751,1.9304449205135135,0.10862363566621332,0.11897688238508707,1.4953246220811882,True,True,17.555555555555557,0.5555555555555556,0.6666666666666666
nflpass,0.2676923076923077,0.12656744710936124,0.5,0.5,0.937213679752672,0.39686092146816265,0.04834099206876365,0.04834099206876365,0.006057555438942791,0.006057555438942791,0.5393729111110473,0.12095811761973417,0.34748811205688035,0.5278847538754801,0.8822646695441253,0.8822646695441253,0.21710112359550565,0.7660165846008588,0.18401037165082113,0.2692403499118006,1.0307901380287026,True,True,5.2,0.0,0.0
kdd_coil_1,0.7085050789470189,0.4787239470850702,0.4430379746835443,0.27848101265822783,0.29353896795233336,0.40798443950978086,0.1449236899765005,0.1383008277965393,0.036633417852839405,0.034116418255556974,0.1330059176681027,0.13557261556364922,0.683564692962965,0.07993330876457122,0.3554777150872662,0.3997613890289583,0.1665570756884788,1.8361527649916805,0.1698394463082518,0.14814848397036404,1.2317680042347943,True,True,17.555555555555557,0.5555555555555556,0.6666666666666666
nasa_numeric,0.8269395810602258,0.652590432229361,0.053763440860215055,0.0,0.48728711408639996,0.5519435268552805,0.04762215688355157,0.017996319071128176,0.011855427973676492,0.0015975174683759503,0.03842775368559434,0.1113578400989865,0.5422245329492676,0.11332881560272362,0.37509533680736495,0.9157941731216775,0.062403198773665604,4.156228670159904,0.0627398760791556,0.09210407756768492,1.8340628667950587,True,True,1.2567567567567568,0.9594594594594594,0.6486486486486487
