dataset,m_c1,m_c2,m_c3,m_c4,m_l1,m_l2,m_l3,m_s1,m_s2,m_s3,m_s4,m_t2
sin_3_1_0.0,0.10622749690998763,0.10622749690998763,0.57,0.944,0.6349073686038335,0.49873854858736255,0.6266783454773314,0.02400223641829999,0.3232895366197891,0.4211355180152458,0.8350788347771756,500.0
sin_3_1_0.1,0.02037617750471002,0.02037617750471002,0.584,0.936,0.6410820295779983,0.5065032551177615,0.6392542013578841,0.11513276114632903,0.33852042344840305,0.45594910207353884,0.8440754700321922,500.0
sin_3_1_0.2,0.22077505910023637,0.22077505910023637,0.508,0.922,0.6219493095005926,0.5068840119631883,0.6024458808356342,0.21455217992142608,0.3231048240531753,0.5135747698977599,0.8239775860894231,500.0
sin_3_2_0.0,0.16037824151296604,0.1109878679514718,0.576,0.852,0.7979788564270122,0.9453894204505149,0.7920983509368302,0.33419559562217416,0.5340885387993236,0.6681636607337836,1.1375617309004091,250.0
sin_3_2_0.1,0.2006684506738027,0.12991755967023869,0.566,0.858,0.798459362834202,0.9589456634488011,0.788167626926629,0.35633677918821505,0.546809435880424,0.6749601754893901,1.18107300184234,250.0
sin_3_2_0.2,0.025838119352477408,0.01747701390805563,0.58,0.912,0.8268434984681965,1.0472375049057028,0.8230497654420247,0.42991381079553886,0.5256312599455393,0.8308547622699339,1.1385463398382671,250.0
sin_3_5_0.0,0.2003005772023088,0.11086656186624747,0.532,0.826,1.1646949067665127,2.173561676157453,1.1384896605699453,1.6093097892928654,0.8928569177231351,1.7255623806363567,1.7998027897945978,100.0
sin_3_5_0.1,0.10445446581786326,0.05259834159336637,0.542,0.9,1.276114108509818,2.507634116775258,1.2596252989875107,1.7141931925795957,0.891878491139704,1.7910252245177638,1.7583776919817216,100.0
sin_3_5_0.2,0.16000288001152002,0.10061170484681939,0.57,0.838,1.129285585062883,2.0374409738989248,1.1147533397486618,1.5869595831106424,0.8767453776281087,1.6188983643292503,1.6425617894860347,100.0
sleep,0.9179954974342731,0.43730319232681125,0.0,0.06451612903225806,0.07049857474717695,0.008759885962532394,0.07243188498239951,0.09836065573770492,0.5613965065928255,0.22580645161290322,0.4500269124742976,8.857142857142858
sleuth_ex1221,0.607012565869477,0.2242957162233415,0.21428571428571427,0.19047619047619047,0.07604172668936762,0.014000399301838514,0.09417815748403252,0.13194863397397225,0.6962198325416834,0.206314151102137,0.21758234620831057,5.25
socmob,0.8815508970910976,0.12288430507602245,0.01384083044982699,0.0,0.028051745212259626,0.0029138196807976125,0.0888014851871572,0.0379153857414727,2.036349250142554,0.039780268458619594,0.0799784486313171,31.243243243243242
tecator,0.9691236457563199,0.439896456989052,0.375,0.0,0.005369907964286489,6.0303603570470596e-05,0.04425737975265022,0.08667117038586704,1.4770682003975926,0.0893988715277778,0.2532063435951882,1.935483870967742
transplant,0.9619045356893051,0.7862088788998214,0.0,0.0,0.029286743745860513,0.002301446410530076,0.028214796843862675,0.043301069791136015,0.11450640001355201,0.040341742075729235,0.022472006565315582,65.5
treepipit,0.3207374667409731,0.16018534969268944,0.5581395348837209,0.3953488372093023,0.16939729394476302,0.04606967298036861,0.16308448954571267,0.23841536614645853,0.9378278466417794,0.22365923113431418,0.24507895968816026,10.75
veteran,0.5668412661733764,0.16970272740719705,0.4233576642335766,0.021897810218978103,0.08700662179944534,0.018191189123794953,0.08926877837657737,0.11960686078038428,1.5621462878312249,0.12108889311469653,0.14153372312811147,13.7
visualizing_ethanol,0.14113938265947432,0.11096204017915046,0.5795454545454546,0.8409090909090909,0.25012265948882517,0.08314294017693924,0.23326483974309903,0.28320058048450675,0.4184306888524029,0.31796987087517936,0.37190596373682716,44.0
visualizing_galaxy,0.9154040003097003,0.521572901234697,0.13312693498452013,0.3281733746130031,0.06770969858179282,0.006671264183499456,0.06007663732999444,0.0366391745579201,0.35130033498238783,0.03725321017103994,0.28213529749283556,80.75
visualizing_hamster,0.16409172599931232,0.0798422546773082,0.5068493150684932,0.684931506849315,0.2064628714950517,0.06202004723953912,0.1994900833682612,0.24209607194580712,0.623820970473451,0.25369610232154455,0.29299949531947045,14.6
witmer_census_1980,0.7056153459100714,0.4190019084929061,0.24,0.46,0.11318772998070077,0.020000630797546277,0.13235082656099337,0.1571567402471192,0.38712938707540423,0.16544217687074828,0.2419752081075956,12.5
