dataset,m_c1,m_c2,m_c3,m_c4,m_l1,m_l2,m_l3,m_s1,m_s2,m_s3,m_s4,m_t2
iq_brain_size,0.5120869291449406,0.24874703837125675,0.4,0.55,0.17111167366836635,0.05761698335545542,0.1601589282386352,0.22313271528810807,0.9923727689197784,0.10344351889744033,0.19347984710271013,3.3333333333333335
poly_1_5_0.0,0.5196622706490825,0.474137563750255,0.364,0.0,6.997672833541913e-08,6.902086457117033e-15,0.019332212872621678,0.020260061523046068,0.7493667862852054,0.05241943039999998,0.09186013100754743,100.0
poly_5_5_0.1,0.44112426049704195,0.4060337585350341,0.406,0.81,0.5972986440341386,0.5596853801041777,0.7156732431307982,0.7165849645290581,0.7743571543562445,1.4162145618,2.1787837287118235,100.0
poly_3_1_0.2,0.83762898251593,0.83762898251593,0.076,0.682,0.1813379341133164,0.048475830735536164,0.15709774513344602,0.23641515679358713,0.16622028485534768,0.34471720102000003,0.4631693691141682,500.0
kdd_coil_6,0.5362533649321389,0.19248587904236494,0.5727848101265823,0.12974683544303797,0.09018630247467788,0.018959970946781667,0.09427258842176961,0.09328483868795041,1.8502580713404655,0.11934005335434086,0.11981692721666759,17.555555555555557
SWD,0.47031310670409526,0.1873470237866838,0.677,0.26,0.16748704020182287,0.04485659823111361,1377977764060.886,0.21654988321654986,2.5497470592361093,0.219,0.3067629231768222,58.8235294117647
kdd_coil_5,0.5167310079091965,0.20626422228716595,0.6487341772151899,0.056962025316455694,0.0746520384243276,0.014543876369634947,0.07712575366024539,0.08651443119528227,1.989446909843769,0.09614348753858584,0.11324702012494035,17.555555555555557
Brainsize,0.6670480460092835,0.5093793074686971,0.325,0.125,0.11296665364968808,0.020330770008704625,0.36030559254646694,0.17243809386889028,0.9593234702924129,0.18826722735610704,0.2911393338225482,6.666666666666667
analcatdata_olympic2000,1.0,0.7170235475183548,0.0,0.0,0.051696657145126744,0.005254548051903595,0.052100619507131594,0.08448412557092165,0.4935416991609561,0.11885108492379833,0.28854169341335845,6.0
chscase_geyser1,0.7629763678093509,0.3825092886380803,0.15765765765765766,0.2882882882882883,0.09185069222852556,0.013033373722028832,0.08641193984817194,0.12516007854520617,0.475660703967442,0.2475777664456909,0.23368888000744345,111.0
transplant,0.9619045356893051,0.7862088788998214,0.0,0.0,0.029286743745860516,0.002301446410530077,0.024660552740653128,0.043301069791136015,0.11450640001355201,0.040341742075729235,0.022472006565315582,65.5
poly_3_2_0.1,0.6823907935631741,0.6747446989787957,0.26,0.786,0.1274235925354903,0.025190638255162646,0.19983079489661382,0.11600433326653306,0.3424287289478289,0.5494791498,0.8760433806657678,250.0
sin_1_10_0.0,0.2289110916443666,0.1651564686258745,0.486,0.824,1.5002593628573868,3.4504979279452406,1.4395845862644634,1.8648176374657315,1.2423802621550621,2.1725739310322,2.5568955136610025,50.0
sin_3_1_0.2,0.22077505910023637,0.22077505910023637,0.508,0.922,0.6219493117499498,0.5068840148028726,0.6159796867291548,0.2145521841723447,0.32310481321622925,0.51357477212,0.8239775872723958,500.0
newton_hema,0.18407869440201627,0.1576778056043424,0.5357142857142857,0.30714285714285716,0.09491919688510789,0.023210482995227787,0.09097286132247016,0.14100719424460434,0.35142336828098386,0.13259136212624587,0.169093624076297,70.0
witmer_census_1980,0.7056153459100714,0.4190019084929061,0.24,0.46,0.11318772998070074,0.020000630797546267,0.13570817546615566,0.1571567402471192,0.3871293870754042,0.16544217687074828,0.2419752081075956,12.5
poly_3_1_0.0,1.0,1.0,0.0,0.136,0.06288695379795368,0.0056947446302183175,0.0626598894570131,0.0015528879198396792,0.002008032128514056,0.11258391676,0.23000151359152746,500.0
detroit,0.7582417582417583,0.5972104818258664,0.15384615384615385,0.0,3.9124686396646143e-16,3.04893228753657e-31,0.0986686507540883,0.12743118186808877,0.9788053619192728,0.1336607083607319,0.12622753325286182,1.0
pubexpendat,0.5850731855488718,0.29158191404048817,0.375,0.125,0.10640916605679425,0.01846374800047269,0.1210528898305913,0.15396090131114076,0.9395980186291338,0.139760147601476,0.18670964423279424,8.0
disclosure_x_noise,0.07769995006081447,0.05465014915747781,0.5755287009063444,0.34894259818731116,0.09775353634917368,0.0159802197382962,0.09686016257564782,0.13938886470761014,0.3612340411010745,0.13735149056257495,0.14793253622348906,220.66666666666666
