,In1,In3,In6,In8,In9,In10,Out1
370,0.0,0.6666666666666667,0.0,0.5,0.5,1.0,0.9999999999999999
371,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666
372,0.5,0.0,0.0,0.0,0.0,1.0,0.0
373,0.0,0.0,0.0,1.0,0.0,0.0,0.33333333333333337
374,0.5,0.0,0.0,0.5,1.0,0.5,0.6666666666666666
375,0.5,0.6666666666666667,1.0,0.5,0.0,0.0,0.6666666666666666
376,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666
377,0.5,0.6666666666666667,1.0,1.0,0.5,0.5,0.6666666666666666
378,1.0,1.0,0.0,0.5,1.0,0.5,0.9999999999999999
379,0.5,0.0,0.0,0.5,0.0,0.0,0.33333333333333337
380,1.0,0.0,1.0,1.0,0.0,0.5,0.6666666666666666
381,1.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.6666666666666666
382,1.0,0.0,1.0,1.0,0.0,0.5,0.33333333333333337
383,0.0,1.0,0.0,0.5,0.5,1.0,0.9999999999999999
384,0.0,0.3333333333333333,1.0,0.0,0.5,0.0,0.6666666666666666
385,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,0.9999999999999999
386,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.9999999999999999
387,0.5,1.0,1.0,0.0,0.5,0.5,0.9999999999999999
388,0.5,0.0,0.0,0.0,0.0,1.0,0.33333333333333337
389,0.5,0.3333333333333333,1.0,1.0,0.0,0.5,0.6666666666666666
390,0.5,1.0,1.0,0.0,0.5,0.5,0.9999999999999999
391,1.0,0.0,0.0,0.0,0.5,1.0,0.33333333333333337
392,1.0,0.6666666666666667,1.0,0.0,0.5,0.5,0.33333333333333337
393,0.5,0.3333333333333333,0.0,0.0,0.5,1.0,0.6666666666666666
394,1.0,0.6666666666666667,1.0,0.0,0.5,0.5,0.6666666666666666
395,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.33333333333333337
396,0.5,0.3333333333333333,0.0,0.0,0.5,1.0,0.6666666666666666
397,0.0,0.3333333333333333,1.0,0.5,0.5,0.5,0.33333333333333337
398,0.0,0.0,0.0,1.0,0.5,0.5,0.33333333333333337
399,1.0,0.0,0.0,0.5,0.0,1.0,0.33333333333333337
400,0.5,0.3333333333333333,0.0,1.0,0.0,0.5,0.6666666666666666
401,0.0,0.6666666666666667,1.0,0.0,1.0,0.0,0.6666666666666666
402,1.0,0.0,0.0,1.0,1.0,1.0,0.6666666666666666
403,1.0,1.0,0.0,0.5,0.5,0.5,0.6666666666666666
404,0.0,0.0,0.0,0.5,0.5,0.5,0.33333333333333337
405,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.9999999999999999
406,0.5,0.6666666666666667,1.0,0.5,0.5,0.0,0.33333333333333337
407,0.0,0.6666666666666667,0.0,0.0,1.0,1.0,0.6666666666666666
408,0.5,0.6666666666666667,0.0,0.5,1.0,0.0,0.33333333333333337
409,0.5,1.0,1.0,0.5,1.0,1.0,0.9999999999999999
410,0.0,0.3333333333333333,0.0,0.5,0.0,0.5,0.33333333333333337
411,0.5,0.0,0.0,1.0,1.0,0.0,0.33333333333333337
412,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.6666666666666666
413,0.5,0.3333333333333333,1.0,0.5,1.0,1.0,0.6666666666666666
414,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.6666666666666666
415,1.0,1.0,1.0,1.0,1.0,0.5,0.9999999999999999
416,1.0,1.0,1.0,1.0,1.0,0.5,0.9999999999999999
417,1.0,0.0,0.0,1.0,1.0,0.5,0.6666666666666666
418,0.0,0.3333333333333333,0.0,0.5,0.0,0.5,0.33333333333333337
419,0.0,0.0,1.0,0.0,0.0,0.5,0.6666666666666666
420,1.0,0.0,1.0,1.0,0.0,0.0,0.6666666666666666
421,0.5,0.0,1.0,1.0,0.0,0.0,0.6666666666666666
422,0.5,0.6666666666666667,1.0,0.5,1.0,0.5,0.6666666666666666
423,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666
424,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.6666666666666666
425,0.5,0.3333333333333333,0.0,0.5,0.5,0.0,0.6666666666666666
426,0.5,1.0,1.0,0.0,1.0,0.0,0.9999999999999999
427,0.5,0.6666666666666667,0.0,0.0,1.0,0.5,0.6666666666666666
428,0.5,0.0,0.0,0.5,1.0,0.5,0.6666666666666666
429,1.0,0.3333333333333333,0.0,0.5,0.5,0.5,0.33333333333333337
430,0.5,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
431,0.0,0.3333333333333333,1.0,0.0,0.5,0.0,0.33333333333333337
432,0.0,0.6666666666666667,0.0,0.5,0.5,1.0,0.9999999999999999
433,1.0,0.3333333333333333,0.0,0.0,1.0,1.0,0.33333333333333337
434,0.5,0.0,0.0,0.5,0.0,0.0,0.33333333333333337
435,0.0,0.0,0.0,0.0,1.0,0.5,0.33333333333333337
436,0.0,0.3333333333333333,1.0,0.0,0.5,0.0,0.33333333333333337
437,1.0,0.6666666666666667,1.0,0.5,0.5,1.0,0.6666666666666666
438,0.5,0.0,0.0,0.5,0.5,0.5,0.33333333333333337
439,0.5,1.0,0.0,0.5,1.0,0.5,0.33333333333333337
440,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.9999999999999999
441,1.0,0.0,0.0,1.0,1.0,1.0,0.9999999999999999
442,1.0,1.0,0.0,0.5,1.0,1.0,0.9999999999999999
443,0.5,0.3333333333333333,0.0,1.0,0.0,1.0,0.9999999999999999
444,0.5,0.0,1.0,1.0,0.0,0.0,0.6666666666666666
445,0.5,0.0,1.0,1.0,0.0,0.0,0.33333333333333337
446,1.0,0.0,0.0,0.5,0.0,1.0,0.33333333333333337
447,0.0,0.0,0.0,1.0,0.5,0.5,0.33333333333333337
448,0.5,0.6666666666666667,1.0,0.5,0.0,1.0,0.6666666666666666
449,1.0,0.6666666666666667,1.0,0.5,1.0,0.0,0.9999999999999999
450,0.5,0.0,0.0,1.0,0.0,0.0,0.33333333333333337
451,1.0,1.0,0.0,0.5,0.5,0.5,0.6666666666666666
452,0.5,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
453,0.5,0.0,0.0,0.5,0.0,0.5,0.33333333333333337
454,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.33333333333333337
455,0.0,1.0,0.0,1.0,0.5,0.5,0.6666666666666666
456,0.0,0.0,0.0,0.0,1.0,0.5,0.6666666666666666
457,1.0,0.6666666666666667,0.0,1.0,0.0,0.0,0.33333333333333337
458,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.6666666666666666
459,0.5,0.0,0.0,0.5,0.5,0.5,0.33333333333333337
460,0.5,0.3333333333333333,0.0,0.0,0.5,1.0,0.6666666666666666
461,1.0,0.6666666666666667,1.0,0.0,0.5,0.5,0.6666666666666666
462,0.5,0.3333333333333333,0.0,0.5,0.5,0.0,0.9999999999999999
463,0.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.6666666666666666
464,0.5,0.3333333333333333,0.0,1.0,0.0,0.5,0.6666666666666666
465,0.5,0.0,0.0,0.5,0.5,0.5,0.33333333333333337
466,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.6666666666666666
467,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.9999999999999999
468,1.0,0.0,1.0,0.5,1.0,1.0,0.6666666666666666
469,0.5,0.0,0.0,0.0,0.0,1.0,0.33333333333333337
470,0.0,0.6666666666666667,0.0,1.0,1.0,1.0,0.9999999999999999
471,0.5,0.0,0.0,1.0,0.0,0.0,0.33333333333333337
472,1.0,1.0,1.0,1.0,1.0,0.5,0.33333333333333337
473,1.0,0.0,0.0,0.5,0.0,1.0,0.33333333333333337
474,0.5,1.0,1.0,0.5,1.0,1.0,0.9999999999999999
475,1.0,0.0,1.0,0.0,1.0,0.0,0.33333333333333337
476,0.5,0.6666666666666667,1.0,0.5,0.0,0.0,0.6666666666666666
477,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.33333333333333337
478,0.5,1.0,1.0,0.5,1.0,1.0,0.9999999999999999
479,0.5,0.0,0.0,0.0,0.5,1.0,0.9999999999999999
480,1.0,0.3333333333333333,1.0,0.5,0.0,1.0,0.9999999999999999
481,0.5,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
482,0.5,0.6666666666666667,0.0,0.0,1.0,0.5,0.6666666666666666
483,0.5,0.0,0.0,0.5,0.0,1.0,0.33333333333333337
484,1.0,0.0,1.0,0.5,1.0,1.0,0.6666666666666666
485,0.0,0.0,0.0,1.0,0.0,0.0,0.33333333333333337
486,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.9999999999999999
487,0.5,1.0,1.0,0.0,1.0,0.0,0.6666666666666666
488,1.0,0.0,1.0,0.5,1.0,1.0,0.33333333333333337
489,0.0,0.0,0.0,1.0,0.5,0.5,0.6666666666666666
490,0.5,0.3333333333333333,0.0,0.0,0.5,1.0,0.6666666666666666
491,0.5,0.0,0.0,0.5,0.5,0.5,0.33333333333333337
492,0.0,0.6666666666666667,0.0,1.0,0.5,0.0,0.6666666666666666
493,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
494,0.0,0.6666666666666667,1.0,0.0,1.0,0.0,0.33333333333333337
495,0.0,0.3333333333333333,1.0,0.0,0.5,0.0,0.0
496,0.5,0.0,0.0,0.5,0.5,0.0,0.33333333333333337
497,0.0,0.0,0.0,0.5,0.5,0.5,0.6666666666666666
498,0.5,0.0,0.0,0.0,0.5,0.0,0.6666666666666666
499,0.5,0.3333333333333333,1.0,1.0,0.0,0.5,0.9999999999999999
500,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,0.33333333333333337
501,0.5,0.0,1.0,1.0,0.0,0.0,0.6666666666666666
502,0.5,0.0,0.0,1.0,0.0,0.0,0.33333333333333337
503,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.9999999999999999
504,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666
505,1.0,0.0,1.0,1.0,0.0,0.0,0.33333333333333337
506,0.5,0.0,0.0,0.5,0.5,0.0,0.6666666666666666
507,0.5,0.3333333333333333,1.0,1.0,0.0,0.5,0.6666666666666666
508,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.6666666666666666
509,0.5,0.3333333333333333,1.0,1.0,0.0,0.5,0.6666666666666666
510,1.0,0.0,1.0,0.0,1.0,0.0,0.33333333333333337
511,0.5,0.6666666666666667,1.0,1.0,0.5,0.5,0.33333333333333337
512,0.0,1.0,0.0,1.0,0.5,0.5,0.9999999999999999
513,0.0,0.0,0.0,1.0,0.5,0.5,0.33333333333333337
514,1.0,0.6666666666666667,0.0,0.5,1.0,1.0,0.9999999999999999
515,1.0,0.0,0.0,0.0,0.5,1.0,0.6666666666666666
516,0.0,0.6666666666666667,1.0,0.0,0.5,1.0,0.6666666666666666
517,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.6666666666666666
518,1.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.9999999999999999
519,0.0,0.0,0.0,0.0,1.0,0.5,0.33333333333333337
520,0.0,0.0,0.0,0.0,1.0,0.5,0.33333333333333337
521,0.0,0.6666666666666667,1.0,0.0,0.5,1.0,0.9999999999999999
522,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.9999999999999999
523,0.0,0.0,0.0,1.0,0.5,0.5,0.33333333333333337
524,1.0,0.0,0.0,0.0,0.5,1.0,0.33333333333333337
525,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,0.9999999999999999
526,0.0,1.0,0.0,0.5,0.5,1.0,0.9999999999999999
527,0.5,1.0,0.0,0.5,1.0,0.5,0.6666666666666666
528,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.6666666666666666
529,0.5,0.6666666666666667,1.0,0.5,0.0,0.0,0.6666666666666666
530,0.5,0.6666666666666667,1.0,0.5,1.0,0.5,0.6666666666666666
531,0.5,0.3333333333333333,1.0,1.0,1.0,0.5,0.6666666666666666
532,0.5,0.3333333333333333,0.0,0.5,0.5,0.0,0.6666666666666666
533,1.0,1.0,0.0,0.5,0.5,0.5,0.6666666666666666
534,1.0,0.6666666666666667,1.0,0.5,0.5,1.0,0.6666666666666666
535,1.0,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
536,1.0,0.0,0.0,1.0,1.0,0.5,0.33333333333333337
537,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.6666666666666666
538,1.0,0.6666666666666667,0.0,0.5,1.0,0.5,0.6666666666666666
539,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,0.6666666666666666
540,0.5,1.0,1.0,1.0,1.0,0.5,0.9999999999999999
541,0.0,0.6666666666666667,0.0,0.5,0.5,1.0,0.6666666666666666
542,0.0,0.0,0.0,0.5,1.0,1.0,0.33333333333333337
543,0.5,0.6666666666666667,1.0,0.5,0.0,0.0,0.33333333333333337
544,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,0.6666666666666666
545,0.0,0.3333333333333333,0.0,0.5,0.0,0.5,0.6666666666666666
546,0.5,0.3333333333333333,0.0,1.0,0.5,1.0,0.33333333333333337
547,1.0,0.3333333333333333,1.0,0.5,0.0,1.0,0.9999999999999999
548,0.5,0.6666666666666667,0.0,0.0,1.0,0.5,0.33333333333333337
549,0.0,1.0,0.0,1.0,0.5,0.5,0.33333333333333337
550,0.5,0.3333333333333333,0.0,1.0,0.5,1.0,0.6666666666666666
551,1.0,0.0,1.0,1.0,0.0,0.5,0.6666666666666666
552,1.0,1.0,0.0,0.5,1.0,1.0,0.6666666666666666
553,0.0,0.6666666666666667,0.0,0.5,0.5,1.0,0.6666666666666666
554,0.5,0.6666666666666667,0.0,0.5,0.5,1.0,0.9999999999999999
555,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
556,0.0,0.0,0.0,0.0,1.0,0.5,0.33333333333333337
557,1.0,0.6666666666666667,1.0,0.0,0.5,0.5,0.6666666666666666
558,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.9999999999999999
559,1.0,1.0,0.0,0.5,0.5,0.5,0.6666666666666666
560,0.5,0.3333333333333333,0.0,0.5,0.5,0.0,0.6666666666666666
561,0.5,0.3333333333333333,1.0,1.0,1.0,0.5,0.9999999999999999
562,0.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.6666666666666666
563,0.5,0.6666666666666667,1.0,0.5,0.0,1.0,0.6666666666666666
564,1.0,0.6666666666666667,1.0,0.5,0.5,1.0,0.6666666666666666
565,0.0,0.3333333333333333,1.0,0.5,0.5,0.5,0.6666666666666666
566,1.0,1.0,1.0,0.5,1.0,1.0,0.9999999999999999
567,0.5,0.0,0.0,1.0,1.0,0.0,0.33333333333333337
568,0.5,0.3333333333333333,0.0,1.0,0.0,1.0,0.33333333333333337
569,0.0,0.3333333333333333,1.0,0.5,0.5,0.5,0.33333333333333337
570,1.0,0.6666666666666667,1.0,0.5,1.0,0.0,0.6666666666666666
571,0.0,0.6666666666666667,0.0,1.0,0.5,0.0,0.6666666666666666
572,0.5,0.0,0.0,0.5,0.5,0.5,0.33333333333333337
573,0.0,0.3333333333333333,1.0,0.5,0.5,0.5,0.33333333333333337
574,0.5,0.6666666666666667,1.0,0.5,0.0,0.0,0.6666666666666666
575,0.5,0.6666666666666667,0.0,0.5,0.5,1.0,0.6666666666666666
576,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.33333333333333337
577,0.0,0.0,1.0,0.5,0.0,1.0,0.33333333333333337
578,1.0,0.3333333333333333,0.0,0.0,0.5,1.0,0.6666666666666666
579,0.0,0.6666666666666667,0.0,0.5,0.5,1.0,0.6666666666666666
580,0.0,0.0,0.0,0.0,0.0,0.0,0.0
581,0.5,0.6666666666666667,1.0,0.5,1.0,1.0,0.6666666666666666
582,1.0,0.6666666666666667,0.0,0.5,1.0,0.5,0.6666666666666666
583,0.5,1.0,1.0,0.0,1.0,0.0,0.6666666666666666
584,1.0,0.6666666666666667,1.0,1.0,0.0,1.0,0.9999999999999999
585,1.0,0.0,0.0,1.0,1.0,0.5,0.6666666666666666
586,0.0,0.6666666666666667,0.0,0.0,1.0,1.0,0.6666666666666666
587,0.0,0.0,0.0,0.0,0.5,0.0,0.33333333333333337
588,0.5,0.3333333333333333,0.0,0.0,0.5,1.0,0.9999999999999999
589,0.5,1.0,1.0,1.0,1.0,0.5,0.6666666666666666
590,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.6666666666666666
591,0.5,0.6666666666666667,1.0,1.0,0.5,1.0,0.9999999999999999
592,0.0,0.0,0.0,0.5,0.5,0.5,0.6666666666666666
593,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.9999999999999999
594,0.0,0.3333333333333333,0.0,0.5,0.5,0.5,0.6666666666666666
595,0.5,0.6666666666666667,0.0,0.5,1.0,0.0,0.6666666666666666
596,0.0,0.0,0.0,0.0,0.5,0.0,0.6666666666666666
597,0.5,0.6666666666666667,0.0,0.0,1.0,0.5,0.6666666666666666
598,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.6666666666666666
599,1.0,0.3333333333333333,1.0,1.0,0.5,1.0,0.9999999999999999
600,0.0,0.0,1.0,0.0,0.5,1.0,0.33333333333333337
601,0.0,0.6666666666666667,0.0,1.0,1.0,1.0,0.9999999999999999
602,0.0,0.3333333333333333,1.0,0.0,0.5,0.0,0.33333333333333337
603,1.0,0.0,1.0,0.5,1.0,1.0,0.9999999999999999
604,0.0,0.0,0.0,1.0,0.0,0.0,0.33333333333333337
605,0.0,0.6666666666666667,1.0,0.0,1.0,0.0,0.6666666666666666
606,0.5,0.0,0.0,0.5,0.0,0.0,0.33333333333333337
607,0.0,0.0,1.0,0.0,0.5,1.0,0.0
608,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.9999999999999999
609,1.0,0.6666666666666667,0.0,0.5,1.0,0.0,0.6666666666666666
610,0.5,0.0,0.0,0.5,0.5,0.5,0.33333333333333337
611,1.0,0.0,1.0,1.0,0.0,0.5,0.33333333333333337
612,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666
613,0.0,0.0,0.0,0.0,0.0,0.0,0.0
614,0.5,0.6666666666666667,1.0,1.0,0.5,1.0,0.9999999999999999
615,0.5,0.3333333333333333,0.0,1.0,0.5,1.0,0.33333333333333337
616,0.0,1.0,1.0,0.0,0.0,1.0,0.6666666666666666
617,0.0,0.3333333333333333,0.0,0.5,0.5,0.5,0.9999999999999999
618,0.5,0.6666666666666667,1.0,0.5,0.0,0.0,0.6666666666666666
619,1.0,0.6666666666666667,1.0,0.5,0.5,1.0,0.6666666666666666
620,0.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666
621,0.5,0.3333333333333333,0.0,1.0,0.0,0.5,0.33333333333333337
622,0.5,0.0,0.0,0.0,0.0,1.0,0.0
623,1.0,0.0,1.0,1.0,0.0,0.0,0.33333333333333337
624,0.0,0.6666666666666667,0.0,1.0,1.0,1.0,0.6666666666666666
625,0.5,0.3333333333333333,0.0,0.0,0.5,1.0,0.9999999999999999
626,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.33333333333333337
627,0.5,0.0,0.0,1.0,0.0,0.0,0.33333333333333337
628,1.0,1.0,0.0,0.5,1.0,1.0,0.9999999999999999
629,0.0,0.0,0.0,1.0,0.0,0.0,0.0
630,0.0,1.0,1.0,1.0,0.0,0.0,0.33333333333333337
631,0.0,0.3333333333333333,0.0,0.0,0.5,0.0,0.33333333333333337
632,0.0,1.0,0.0,0.5,0.5,1.0,0.9999999999999999
633,0.5,0.6666666666666667,1.0,0.5,0.5,1.0,0.6666666666666666
634,1.0,0.3333333333333333,1.0,1.0,1.0,1.0,0.9999999999999999
635,0.5,0.0,0.0,0.0,0.0,1.0,0.33333333333333337
636,0.0,0.0,0.0,1.0,0.5,0.5,0.33333333333333337
637,1.0,0.6666666666666667,1.0,0.5,0.5,1.0,0.6666666666666666
638,0.5,0.0,0.0,1.0,0.0,0.0,0.33333333333333337
639,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.33333333333333337
640,0.5,0.0,1.0,1.0,0.0,0.0,0.0
641,0.5,0.3333333333333333,0.0,0.0,0.5,1.0,0.33333333333333337
642,0.0,0.3333333333333333,1.0,1.0,0.0,1.0,0.6666666666666666
643,0.5,0.6666666666666667,1.0,0.5,0.5,0.0,0.6666666666666666
644,0.5,0.3333333333333333,0.0,1.0,0.0,0.5,0.6666666666666666
645,0.0,0.0,0.0,1.0,0.0,0.0,0.33333333333333337
646,1.0,0.6666666666666667,0.0,0.5,1.0,0.5,0.6666666666666666
647,0.5,0.3333333333333333,0.0,0.0,0.5,1.0,0.6666666666666666
648,1.0,0.6666666666666667,1.0,1.0,0.0,1.0,0.9999999999999999
649,0.0,0.3333333333333333,1.0,0.0,0.5,0.0,0.6666666666666666
650,0.5,0.0,0.0,0.0,0.0,0.0,0.33333333333333337
651,0.0,0.0,0.0,1.0,0.0,0.0,0.0
652,1.0,0.6666666666666667,0.0,0.5,1.0,0.0,0.6666666666666666
653,0.5,0.6666666666666667,1.0,1.0,0.5,1.0,0.6666666666666666
654,0.5,0.3333333333333333,0.0,1.0,0.5,1.0,0.33333333333333337
655,0.5,0.3333333333333333,1.0,0.0,0.5,0.0,0.33333333333333337
656,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,0.33333333333333337
657,0.0,0.0,0.0,0.5,0.5,0.5,0.33333333333333337
658,1.0,0.6666666666666667,1.0,0.5,1.0,0.0,0.9999999999999999
659,0.5,0.3333333333333333,1.0,0.0,0.5,0.0,0.0
660,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.33333333333333337
661,1.0,0.0,0.0,0.5,0.0,1.0,0.33333333333333337
662,0.5,1.0,1.0,0.0,0.5,0.5,0.6666666666666666
663,0.5,0.3333333333333333,0.0,1.0,0.5,1.0,0.6666666666666666
664,0.0,0.3333333333333333,1.0,0.0,0.0,0.5,0.33333333333333337
665,1.0,0.0,0.0,1.0,1.0,0.5,0.33333333333333337
666,0.5,0.0,1.0,1.0,0.0,0.0,0.33333333333333337
667,0.0,0.6666666666666667,1.0,0.0,0.5,1.0,0.0
668,0.0,0.0,1.0,0.0,0.5,1.0,0.33333333333333337
669,0.5,0.3333333333333333,1.0,0.5,1.0,1.0,0.6666666666666666
670,0.5,0.6666666666666667,0.0,0.5,1.0,0.0,0.9999999999999999
671,1.0,0.6666666666666667,0.0,0.5,1.0,0.0,0.6666666666666666
672,0.5,0.3333333333333333,1.0,1.0,0.0,0.5,0.6666666666666666
673,1.0,0.0,0.0,0.5,0.0,1.0,0.33333333333333337
674,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
675,0.5,0.3333333333333333,1.0,0.5,1.0,1.0,0.9999999999999999
676,0.0,0.3333333333333333,1.0,0.5,0.5,0.5,0.33333333333333337
677,1.0,1.0,1.0,1.0,1.0,0.5,0.9999999999999999
678,0.5,0.3333333333333333,0.0,0.5,0.5,0.0,0.33333333333333337
679,0.5,0.0,1.0,1.0,0.0,0.0,0.33333333333333337
680,0.5,0.0,0.0,0.0,0.0,1.0,0.0
681,1.0,0.3333333333333333,1.0,1.0,0.5,0.5,0.9999999999999999
682,0.0,0.6666666666666667,0.0,1.0,1.0,1.0,0.9999999999999999
683,0.5,0.0,0.0,1.0,1.0,0.0,0.33333333333333337
684,0.5,0.0,0.0,0.0,0.0,0.0,0.33333333333333337
685,1.0,0.3333333333333333,0.0,0.5,0.5,0.0,0.33333333333333337
686,1.0,0.0,1.0,0.0,1.0,0.0,0.33333333333333337
687,0.5,0.6666666666666667,1.0,0.5,0.0,1.0,0.6666666666666666
688,1.0,0.3333333333333333,1.0,0.5,0.0,1.0,0.6666666666666666
689,0.5,0.6666666666666667,1.0,0.5,0.5,0.0,0.9999999999999999
690,0.0,0.0,1.0,0.0,0.0,0.5,0.33333333333333337
691,0.0,0.6666666666666667,0.0,0.0,1.0,1.0,0.9999999999999999
692,0.5,0.6666666666666667,1.0,0.5,0.0,0.0,0.33333333333333337
693,1.0,0.0,0.0,1.0,1.0,0.5,0.33333333333333337
694,0.0,0.0,0.0,0.5,0.5,0.5,0.6666666666666666
695,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666
696,0.0,0.0,0.0,0.0,1.0,0.5,0.33333333333333337
697,0.0,0.6666666666666667,1.0,0.0,1.0,0.0,0.6666666666666666
698,0.0,0.3333333333333333,1.0,0.0,0.5,0.0,0.6666666666666666
699,0.0,0.6666666666666667,1.0,0.0,0.5,1.0,0.9999999999999999
700,1.0,0.0,1.0,1.0,0.0,0.0,0.33333333333333337
701,0.5,1.0,1.0,0.0,1.0,0.0,0.6666666666666666
702,0.0,0.0,1.0,0.0,0.5,1.0,0.33333333333333337
703,0.5,1.0,1.0,0.0,0.5,0.5,0.6666666666666666
704,0.0,0.6666666666666667,0.0,0.0,1.0,1.0,0.6666666666666666
705,0.0,0.6666666666666667,0.0,1.0,0.5,0.0,0.33333333333333337
706,0.5,0.0,0.0,0.5,1.0,0.5,0.33333333333333337
707,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.6666666666666666
708,0.5,0.0,0.0,0.5,0.0,0.0,0.33333333333333337
709,0.5,0.0,0.0,0.5,0.5,0.0,0.6666666666666666
710,0.5,0.3333333333333333,0.0,0.5,0.5,0.0,0.33333333333333337
711,0.5,0.0,0.0,0.0,0.0,0.0,0.33333333333333337
712,1.0,0.0,1.0,0.5,1.0,1.0,0.33333333333333337
713,0.5,0.0,0.0,0.0,0.5,1.0,0.9999999999999999
714,1.0,0.0,0.0,1.0,1.0,1.0,0.9999999999999999
715,0.0,0.0,0.0,1.0,0.5,0.5,0.33333333333333337
716,1.0,0.6666666666666667,1.0,0.5,0.5,1.0,0.33333333333333337
717,0.0,0.6666666666666667,1.0,0.0,1.0,0.0,0.6666666666666666
718,0.0,0.6666666666666667,0.0,0.0,1.0,1.0,0.9999999999999999
719,0.5,0.6666666666666667,1.0,0.5,1.0,1.0,0.6666666666666666
720,0.5,0.0,0.0,0.0,0.0,1.0,0.33333333333333337
721,1.0,0.0,0.0,1.0,1.0,1.0,0.9999999999999999
722,1.0,0.3333333333333333,0.0,0.5,1.0,1.0,0.33333333333333337
723,0.0,0.0,0.0,1.0,0.0,0.0,0.33333333333333337
724,0.5,0.3333333333333333,1.0,1.0,1.0,0.5,0.6666666666666666
725,0.5,0.3333333333333333,1.0,0.0,0.5,0.0,0.33333333333333337
726,1.0,0.0,1.0,0.0,1.0,0.0,0.33333333333333337
727,0.0,1.0,1.0,1.0,0.0,0.0,0.6666666666666666
728,0.5,0.6666666666666667,1.0,0.5,0.5,0.0,0.6666666666666666
729,0.5,0.3333333333333333,0.0,0.5,0.5,0.0,0.6666666666666666
730,0.5,0.3333333333333333,0.0,0.0,0.5,1.0,0.6666666666666666
731,1.0,1.0,1.0,0.5,1.0,1.0,0.9999999999999999
732,0.5,0.0,0.0,1.0,0.0,0.0,0.33333333333333337
733,0.5,0.3333333333333333,1.0,0.5,0.5,1.0,0.6666666666666666
734,0.5,0.0,0.0,0.0,0.0,1.0,0.0
735,0.5,0.0,0.0,0.5,0.5,0.0,0.33333333333333337
736,0.0,0.3333333333333333,0.0,0.5,1.0,0.5,0.6666666666666666
737,1.0,0.0,1.0,0.0,1.0,0.0,0.6666666666666666
738,0.5,0.0,0.0,0.5,0.0,0.0,0.33333333333333337
739,0.0,1.0,0.0,1.0,0.5,0.5,0.6666666666666666
740,0.5,0.3333333333333333,0.0,1.0,0.0,1.0,0.6666666666666666
741,0.5,0.3333333333333333,0.0,1.0,0.0,0.5,0.6666666666666666
